GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median value (dollars),Margin of Error; Median value (dollars)
310M200US47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",401500,3606
310M200US47940,47940,"Waterloo-Cedar Falls, IA Metro Area",143400,5861
310M200US48060,48060,"Watertown-Fort Drum, NY Metro Area",155600,6221
310M200US48140,48140,"Wausau, WI Metro Area",151500,4192
310M200US48260,48260,"Weirton-Steubenville, WV-OH Metro Area",88000,4042
310M200US48300,48300,"Wenatchee, WA Metro Area",248900,12089
310M200US48540,48540,"Wheeling, WV-OH Metro Area",103900,5796
310M200US48620,48620,"Wichita, KS Metro Area",127800,3243
310M200US48660,48660,"Wichita Falls, TX Metro Area",98300,6141
310M200US48700,48700,"Williamsport, PA Metro Area",147500,8531
310M200US48900,48900,"Wilmington, NC Metro Area",219400,9533
310M200US49020,49020,"Winchester, VA-WV Metro Area",223700,12523
310M200US49180,49180,"Winston-Salem, NC Metro Area",145100,2941
310M200US49340,49340,"Worcester, MA-CT Metro Area",247600,3987
310M200US49420,49420,"Yakima, WA Metro Area",163200,5272
310M200US49620,49620,"York-Hanover, PA Metro Area",168800,2854
310M200US49660,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",103000,2958
310M200US49700,49700,"Yuba City, CA Metro Area",221700,8806
310M200US49740,49740,"Yuma, AZ Metro Area",119400,4108
